"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2019 10:15 - 05.01.2019 10:30","59721","60110"
"05.01.2019 10:30 - 05.01.2019 10:45","58939","60472"
"05.01.2019 10:45 - 05.01.2019 11:00","59151","60813"
"05.01.2019 11:00 - 05.01.2019 11:15","59929","61410"
"05.01.2019 11:15 - 05.01.2019 11:30","59632","61397"
"05.01.2019 11:30 - 05.01.2019 11:45","60316","61927"
"05.01.2019 11:45 - 05.01.2019 12:00","60446","61945"
"05.01.2019 12:00 - 05.01.2019 12:15","59507","62137"
"05.01.2019 12:15 - 05.01.2019 12:30","59584","61950"
"05.01.2019 12:30 - 05.01.2019 12:45","59396","61728"
"05.01.2019 12:45 - 05.01.2019 13:00","58795","61237"
"05.01.2019 13:00 - 05.01.2019 13:15","57743","61068"
"05.01.2019 13:15 - 05.01.2019 13:30","57180","60423"
"05.01.2019 13:30 - 05.01.2019 13:45","57000","60190"
"05.01.2019 13:45 - 05.01.2019 14:00","55983","60021"
"05.01.2019 14:00 - 05.01.2019 14:15","56006","59929"
"05.01.2019 14:15 - 05.01.2019 14:30","55281","59296"
"05.01.2019 14:30 - 05.01.2019 14:45","55204","58772"
"05.01.2019 14:45 - 05.01.2019 15:00","55849","58466"
"05.01.2019 15:00 - 05.01.2019 15:15","56354","59061"
"05.01.2019 15:15 - 05.01.2019 15:30","55326","58893"
"05.01.2019 15:30 - 05.01.2019 15:45","55482","58742"
"05.01.2019 15:45 - 05.01.2019 16:00","55705","58575"
"05.01.2019 16:00 - 05.01.2019 16:15","55855","58832"
"05.01.2019 16:15 - 05.01.2019 16:30","56689","59103"
"05.01.2019 16:30 - 05.01.2019 16:45","57481","59802"
"05.01.2019 16:45 - 05.01.2019 17:00","58006","60733"
"05.01.2019 17:00 - 05.01.2019 17:15","59190","62271"
"05.01.2019 17:15 - 05.01.2019 17:30","59837","62342"
"05.01.2019 17:30 - 05.01.2019 17:45","59937","62410"
"05.01.2019 17:45 - 05.01.2019 18:00","60395","62624"
"05.01.2019 18:00 - 05.01.2019 18:15","60208","62716"
"05.01.2019 18:15 - 05.01.2019 18:30","60440","61678"
"05.01.2019 18:30 - 05.01.2019 18:45","60272","61824"
"05.01.2019 18:45 - 05.01.2019 19:00","59040","61834"
"05.01.2019 19:00 - 05.01.2019 19:15","58710","61325"
"05.01.2019 19:15 - 05.01.2019 19:30","58194","60519"
"05.01.2019 19:30 - 05.01.2019 19:45","57763","59726"
"05.01.2019 19:45 - 05.01.2019 20:00","56244","59088"
"05.01.2019 20:00 - 05.01.2019 20:15","55874","57732"
"05.01.2019 20:15 - 05.01.2019 20:30","54464","56576"
"05.01.2019 20:30 - 05.01.2019 20:45","54067","55983"
"05.01.2019 20:45 - 05.01.2019 21:00","53732","55313"
"05.01.2019 21:00 - 05.01.2019 21:15","52787","54394"
"05.01.2019 21:15 - 05.01.2019 21:30","52401","54058"
"05.01.2019 21:30 - 05.01.2019 21:45","52900","53524"
"05.01.2019 21:45 - 05.01.2019 22:00","52242","53123"
"05.01.2019 22:00 - 05.01.2019 22:15","52761","53676"
"05.01.2019 22:15 - 05.01.2019 22:30","50945","53161"
"05.01.2019 22:30 - 05.01.2019 22:45","51317","52299"
"05.01.2019 22:45 - 05.01.2019 23:00","49876","51742"
"05.01.2019 23:00 - 05.01.2019 23:15","49755","50210"
"05.01.2019 23:15 - 05.01.2019 23:30","48689","49287"
"05.01.2019 23:30 - 05.01.2019 23:45","47207","48672"
"05.01.2019 23:45 - 06.01.2019 00:00","46449","48121"
"06.01.2019 00:00 - 06.01.2019 00:15","46117","46900"
"06.01.2019 00:15 - 06.01.2019 00:30","45861","45990"
"06.01.2019 00:30 - 06.01.2019 00:45","45516","45595"
"06.01.2019 00:45 - 06.01.2019 01:00","45155","45023"
"06.01.2019 01:00 - 06.01.2019 01:15","44744","44414"
"06.01.2019 01:15 - 06.01.2019 01:30","43798","44078"
"06.01.2019 01:30 - 06.01.2019 01:45","44116","43803"
"06.01.2019 01:45 - 06.01.2019 02:00","43635","43340"
"06.01.2019 02:00 - 06.01.2019 02:15","43333","42777"
"06.01.2019 02:15 - 06.01.2019 02:30","42850","42706"
"06.01.2019 02:30 - 06.01.2019 02:45","43271","42197"
"06.01.2019 02:45 - 06.01.2019 03:00","43330","42039"
"06.01.2019 03:00 - 06.01.2019 03:15","42860","41982"
"06.01.2019 03:15 - 06.01.2019 03:30","42980","42045"
"06.01.2019 03:30 - 06.01.2019 03:45","42876","41750"
"06.01.2019 03:45 - 06.01.2019 04:00","42821","41496"
"06.01.2019 04:00 - 06.01.2019 04:15","43241","41351"
"06.01.2019 04:15 - 06.01.2019 04:30","42789","41439"
"06.01.2019 04:30 - 06.01.2019 04:45","43150","41419"
"06.01.2019 04:45 - 06.01.2019 05:00","43188","41372"
"06.01.2019 05:00 - 06.01.2019 05:15","42873","41320"
"06.01.2019 05:15 - 06.01.2019 05:30","42416","40857"
"06.01.2019 05:30 - 06.01.2019 05:45","42513","40716"
"06.01.2019 05:45 - 06.01.2019 06:00","42308","40516"
"06.01.2019 06:00 - 06.01.2019 06:15","41453","40344"
"06.01.2019 06:15 - 06.01.2019 06:30","41894","40448"
"06.01.2019 06:30 - 06.01.2019 06:45","42143","40505"
"06.01.2019 06:45 - 06.01.2019 07:00","42473","40724"
"06.01.2019 07:00 - 06.01.2019 07:15","42663","40950"
"06.01.2019 07:15 - 06.01.2019 07:30","42889","41019"
"06.01.2019 07:30 - 06.01.2019 07:45","44262","41510"
"06.01.2019 07:45 - 06.01.2019 08:00","44987","42244"
"06.01.2019 08:00 - 06.01.2019 08:15","46172","43564"
"06.01.2019 08:15 - 06.01.2019 08:30","46250","44263"
"06.01.2019 08:30 - 06.01.2019 08:45","47052","44828"
"06.01.2019 08:45 - 06.01.2019 09:00","47711","45771"
"06.01.2019 09:00 - 06.01.2019 09:15","48662","47445"
"06.01.2019 09:15 - 06.01.2019 09:30","50639","48440"
"06.01.2019 09:30 - 06.01.2019 09:45","50110","49235"
"06.01.2019 09:45 - 06.01.2019 10:00","50845","49903"
"06.01.2019 10:00 - 06.01.2019 10:15","51153","50905"
"06.01.2019 10:15 - 06.01.2019 10:30","51577","51698"
"06.01.2019 10:30 - 06.01.2019 10:45","51648","52398"
"06.01.2019 10:45 - 06.01.2019 11:00","52452","52984"
"06.01.2019 11:00 - 06.01.2019 11:15","53463","53791"
"06.01.2019 11:15 - 06.01.2019 11:30","53840","54241"
"06.01.2019 11:30 - 06.01.2019 11:45","54666","54685"
"06.01.2019 11:45 - 06.01.2019 12:00","54663","54886"
"06.01.2019 12:00 - 06.01.2019 12:15","53939","55068"
"06.01.2019 12:15 - 06.01.2019 12:30","54048","54846"
"06.01.2019 12:30 - 06.01.2019 12:45","53619","54758"
"06.01.2019 12:45 - 06.01.2019 13:00","53351","54444"
"06.01.2019 13:00 - 06.01.2019 13:15","52893","53961"
"06.01.2019 13:15 - 06.01.2019 13:30","52227","53571"
"06.01.2019 13:30 - 06.01.2019 13:45","52011","53479"
"06.01.2019 13:45 - 06.01.2019 14:00","51530","53294"
"06.01.2019 14:00 - 06.01.2019 14:15","51382","53669"
"06.01.2019 14:15 - 06.01.2019 14:30","50717","53335"
"06.01.2019 14:30 - 06.01.2019 14:45","50666","53069"
"06.01.2019 14:45 - 06.01.2019 15:00","51034","52776"
"06.01.2019 15:00 - 06.01.2019 15:15","51706","52304"
"06.01.2019 15:15 - 06.01.2019 15:30","50855","52375"
"06.01.2019 15:30 - 06.01.2019 15:45","51028","52300"
"06.01.2019 15:45 - 06.01.2019 16:00","50974","52281"
"06.01.2019 16:00 - 06.01.2019 16:15","51956","52493"
"06.01.2019 16:15 - 06.01.2019 16:30","52498","53164"
"06.01.2019 16:30 - 06.01.2019 16:45","53147","54164"
"06.01.2019 16:45 - 06.01.2019 17:00","53633","55427"
"06.01.2019 17:00 - 06.01.2019 17:15","55181","56697"
"06.01.2019 17:15 - 06.01.2019 17:30","55881","57402"
"06.01.2019 17:30 - 06.01.2019 17:45","56101","57802"
"06.01.2019 17:45 - 06.01.2019 18:00","56712","58004"
"06.01.2019 18:00 - 06.01.2019 18:15","56764","58809"
"06.01.2019 18:15 - 06.01.2019 18:30","57001","58815"
"06.01.2019 18:30 - 06.01.2019 18:45","56818","58469"
"06.01.2019 18:45 - 06.01.2019 19:00","55793","57885"
"06.01.2019 19:00 - 06.01.2019 19:15","55766","57902"
"06.01.2019 19:15 - 06.01.2019 19:30","55281","57367"
"06.01.2019 19:30 - 06.01.2019 19:45","54778","57171"
"06.01.2019 19:45 - 06.01.2019 20:00","53436","56589"
"06.01.2019 20:00 - 06.01.2019 20:15","53800","56004"
"06.01.2019 20:15 - 06.01.2019 20:30","52802","55345"
"06.01.2019 20:30 - 06.01.2019 20:45","52264","54446"
"06.01.2019 20:45 - 06.01.2019 21:00","52052","53979"
"06.01.2019 21:00 - 06.01.2019 21:15","51190","53359"
"06.01.2019 21:15 - 06.01.2019 21:30","50965","53212"
"06.01.2019 21:30 - 06.01.2019 21:45","51581","52900"
"06.01.2019 21:45 - 06.01.2019 22:00","51451","52288"
"06.01.2019 22:00 - 06.01.2019 22:15","52062","53134"
"06.01.2019 22:15 - 06.01.2019 22:30","50533","53541"
"06.01.2019 22:30 - 06.01.2019 22:45","50787","52289"
"06.01.2019 22:45 - 06.01.2019 23:00","49556","51408"
"06.01.2019 23:00 - 06.01.2019 23:15","49473","51159"
"06.01.2019 23:15 - 06.01.2019 23:30","48559","50508"
"06.01.2019 23:30 - 06.01.2019 23:45","46906","49792"
"06.01.2019 23:45 - 07.01.2019 00:00","46721","48457"
"07.01.2019 00:00 - 07.01.2019 00:15","45667","47664"
"07.01.2019 00:15 - 07.01.2019 00:30","45336","46827"
"07.01.2019 00:30 - 07.01.2019 00:45","44775","45857"
"07.01.2019 00:45 - 07.01.2019 01:00","44275","45195"
"07.01.2019 01:00 - 07.01.2019 01:15","43943","45141"
"07.01.2019 01:15 - 07.01.2019 01:30","43579","44404"
"07.01.2019 01:30 - 07.01.2019 01:45","43433","43978"
"07.01.2019 01:45 - 07.01.2019 02:00","43310","43835"
"07.01.2019 02:00 - 07.01.2019 02:15","43021","44054"
"07.01.2019 02:15 - 07.01.2019 02:30","42899","43789"
"07.01.2019 02:30 - 07.01.2019 02:45","43164","43346"
"07.01.2019 02:45 - 07.01.2019 03:00","43173","43310"
"07.01.2019 03:00 - 07.01.2019 03:15","43125","43976"
"07.01.2019 03:15 - 07.01.2019 03:30","43072","44074"
"07.01.2019 03:30 - 07.01.2019 03:45","43205","44100"
"07.01.2019 03:45 - 07.01.2019 04:00","43518","44346"
"07.01.2019 04:00 - 07.01.2019 04:15","44275","45492"
"07.01.2019 04:15 - 07.01.2019 04:30","44548","45465"
"07.01.2019 04:30 - 07.01.2019 04:45","44920","45837"
"07.01.2019 04:45 - 07.01.2019 05:00","45461","46681"
"07.01.2019 05:00 - 07.01.2019 05:15","46828","49017"
"07.01.2019 05:15 - 07.01.2019 05:30","47542","49520"
"07.01.2019 05:30 - 07.01.2019 05:45","48749","50921"
"07.01.2019 05:45 - 07.01.2019 06:00","50136","52738"
"07.01.2019 06:00 - 07.01.2019 06:15","52937","56694"
"07.01.2019 06:15 - 07.01.2019 06:30","55148","59218"
"07.01.2019 06:30 - 07.01.2019 06:45","56733","61080"
"07.01.2019 06:45 - 07.01.2019 07:00","58349","62369"
"07.01.2019 07:00 - 07.01.2019 07:15","59919","64906"
"07.01.2019 07:15 - 07.01.2019 07:30","60692","65853"
"07.01.2019 07:30 - 07.01.2019 07:45","61779","66997"
"07.01.2019 07:45 - 07.01.2019 08:00","62677","67682"
"07.01.2019 08:00 - 07.01.2019 08:15","63887","68612"
"07.01.2019 08:15 - 07.01.2019 08:30","63935","68777"
"07.01.2019 08:30 - 07.01.2019 08:45","64076","69249"
"07.01.2019 08:45 - 07.01.2019 09:00","64326","69444"
"07.01.2019 09:00 - 07.01.2019 09:15","64125","69004"
"07.01.2019 09:15 - 07.01.2019 09:30","64430","69102"
"07.01.2019 09:30 - 07.01.2019 09:45","64609","69205"
"07.01.2019 09:45 - 07.01.2019 10:00","64945","69387"
"07.01.2019 10:00 - 07.01.2019 10:15","65179","69861"
"07.01.2019 10:15 - 07.01.2019 10:30","65265","70271"
"07.01.2019 10:30 - 07.01.2019 10:45","65445","70364"
"07.01.2019 10:45 - 07.01.2019 11:00","65845","70794"
"07.01.2019 11:00 - 07.01.2019 11:15","66286","70978"
"07.01.2019 11:15 - 07.01.2019 11:30","66534","71391"
"07.01.2019 11:30 - 07.01.2019 11:45","66968","71458"
"07.01.2019 11:45 - 07.01.2019 12:00","67540","71430"
"07.01.2019 12:00 - 07.01.2019 12:15","66353","71094"
"07.01.2019 12:15 - 07.01.2019 12:30","66524","71114"
"07.01.2019 12:30 - 07.01.2019 12:45","66254","71180"
"07.01.2019 12:45 - 07.01.2019 13:00","66440","71046"
"07.01.2019 13:00 - 07.01.2019 13:15","66350","71372"
"07.01.2019 13:15 - 07.01.2019 13:30","65978","71767"
"07.01.2019 13:30 - 07.01.2019 13:45","65653","71621"
"07.01.2019 13:45 - 07.01.2019 14:00","65296","71013"
"07.01.2019 14:00 - 07.01.2019 14:15","65127","71051"
"07.01.2019 14:15 - 07.01.2019 14:30","64842","71068"
"07.01.2019 14:30 - 07.01.2019 14:45","64919","71176"
"07.01.2019 14:45 - 07.01.2019 15:00","64302","70962"
"07.01.2019 15:00 - 07.01.2019 15:15","63210","70767"
"07.01.2019 15:15 - 07.01.2019 15:30","64865","70589"
"07.01.2019 15:30 - 07.01.2019 15:45","64687","70299"
"07.01.2019 15:45 - 07.01.2019 16:00","64310","70614"
"07.01.2019 16:00 - 07.01.2019 16:15","64658","70566"
"07.01.2019 16:15 - 07.01.2019 16:30","63767","71241"
"07.01.2019 16:30 - 07.01.2019 16:45","61904","72113"
"07.01.2019 16:45 - 07.01.2019 17:00","62412","72874"
"07.01.2019 17:00 - 07.01.2019 17:15","63497","73715"
"07.01.2019 17:15 - 07.01.2019 17:30","63928","73864"
"07.01.2019 17:30 - 07.01.2019 17:45","64181","74131"
"07.01.2019 17:45 - 07.01.2019 18:00","64501","74630"
"07.01.2019 18:00 - 07.01.2019 18:15","64085","74367"
"07.01.2019 18:15 - 07.01.2019 18:30","64005","73983"
"07.01.2019 18:30 - 07.01.2019 18:45","64203","73509"
"07.01.2019 18:45 - 07.01.2019 19:00","63940","72922"
"07.01.2019 19:00 - 07.01.2019 19:15","63475","72286"
"07.01.2019 19:15 - 07.01.2019 19:30","63008","71769"
"07.01.2019 19:30 - 07.01.2019 19:45","62760","70862"
"07.01.2019 19:45 - 07.01.2019 20:00","62029","70518"
"07.01.2019 20:00 - 07.01.2019 20:15","61597","69732"
"07.01.2019 20:15 - 07.01.2019 20:30","60564","68730"
"07.01.2019 20:30 - 07.01.2019 20:45","60099","67802"
"07.01.2019 20:45 - 07.01.2019 21:00","59562","66865"
"07.01.2019 21:00 - 07.01.2019 21:15","59040","66464"
"07.01.2019 21:15 - 07.01.2019 21:30","58459","65897"
"07.01.2019 21:30 - 07.01.2019 21:45","58485","64967"
"07.01.2019 21:45 - 07.01.2019 22:00","57459","63835"
"07.01.2019 22:00 - 07.01.2019 22:15","57165","64269"
"07.01.2019 22:15 - 07.01.2019 22:30","56147","62992"
"07.01.2019 22:30 - 07.01.2019 22:45","55620","61760"
"07.01.2019 22:45 - 07.01.2019 23:00","54325","60498"
"07.01.2019 23:00 - 07.01.2019 23:15","53143","59626"
"07.01.2019 23:15 - 07.01.2019 23:30","52207","58885"
"07.01.2019 23:30 - 07.01.2019 23:45","51074","58106"
"07.01.2019 23:45 - 08.01.2019 00:00","50366","57371"
"08.01.2019 00:00 - 08.01.2019 00:15","52151","55586"
"08.01.2019 00:15 - 08.01.2019 00:30","52317","55101"
"08.01.2019 00:30 - 08.01.2019 00:45","51892","54732"
"08.01.2019 00:45 - 08.01.2019 01:00","51272","54306"
"08.01.2019 01:00 - 08.01.2019 01:15","50681","53598"
"08.01.2019 01:15 - 08.01.2019 01:30","50248","53489"
"08.01.2019 01:30 - 08.01.2019 01:45","50048","53020"
"08.01.2019 01:45 - 08.01.2019 02:00","49909","52218"
"08.01.2019 02:00 - 08.01.2019 02:15","49587","52227"
"08.01.2019 02:15 - 08.01.2019 02:30","49433","52201"
"08.01.2019 02:30 - 08.01.2019 02:45","49698","52410"
"08.01.2019 02:45 - 08.01.2019 03:00","49810","52477"
"08.01.2019 03:00 - 08.01.2019 03:15","49811","52564"
"08.01.2019 03:15 - 08.01.2019 03:30","49836","52657"
"08.01.2019 03:30 - 08.01.2019 03:45","49986","52847"
"08.01.2019 03:45 - 08.01.2019 04:00","49964","53425"
"08.01.2019 04:00 - 08.01.2019 04:15","50413","53930"
"08.01.2019 04:15 - 08.01.2019 04:30","50781","54098"
"08.01.2019 04:30 - 08.01.2019 04:45","51107","54524"
"08.01.2019 04:45 - 08.01.2019 05:00","51553","55104"
"08.01.2019 05:00 - 08.01.2019 05:15","52601","56021"
"08.01.2019 05:15 - 08.01.2019 05:30","53009","56578"
"08.01.2019 05:30 - 08.01.2019 05:45","54045","57822"
"08.01.2019 05:45 - 08.01.2019 06:00","55083","59223"
"08.01.2019 06:00 - 08.01.2019 06:15","57441","62103"
"08.01.2019 06:15 - 08.01.2019 06:30","59713","64441"
"08.01.2019 06:30 - 08.01.2019 06:45","61161","66080"
"08.01.2019 06:45 - 08.01.2019 07:00","62586","67732"
"08.01.2019 07:00 - 08.01.2019 07:15","64282","69737"
"08.01.2019 07:15 - 08.01.2019 07:30","64964","71013"
"08.01.2019 07:30 - 08.01.2019 07:45","66096","72205"
"08.01.2019 07:45 - 08.01.2019 08:00","66889","73022"
"08.01.2019 08:00 - 08.01.2019 08:15","67867","73703"
"08.01.2019 08:15 - 08.01.2019 08:30","67831","74013"
"08.01.2019 08:30 - 08.01.2019 08:45","67884","74003"
"08.01.2019 08:45 - 08.01.2019 09:00","68074","73508"
"08.01.2019 09:00 - 08.01.2019 09:15","67766","74220"
"08.01.2019 09:15 - 08.01.2019 09:30","68086","74498"
"08.01.2019 09:30 - 08.01.2019 09:45","68101","74219"
"08.01.2019 09:45 - 08.01.2019 10:00","68536","74466"
"08.01.2019 10:00 - 08.01.2019 10:15","68565","75030"
"08.01.2019 10:15 - 08.01.2019 10:30","68609","74251"
"08.01.2019 10:30 - 08.01.2019 10:45","68708","74596"
"08.01.2019 10:45 - 08.01.2019 11:00","68852","74565"
"08.01.2019 11:00 - 08.01.2019 11:15","69260","75394"
"08.01.2019 11:15 - 08.01.2019 11:30","69389","75524"
"08.01.2019 11:30 - 08.01.2019 11:45","69731","74948"
"08.01.2019 11:45 - 08.01.2019 12:00","69439","74889"
"08.01.2019 12:00 - 08.01.2019 12:15","68853","75642"
"08.01.2019 12:15 - 08.01.2019 12:30","69025","75754"
"08.01.2019 12:30 - 08.01.2019 12:45","68837","75723"
"08.01.2019 12:45 - 08.01.2019 13:00","69071","75043"
"08.01.2019 13:00 - 08.01.2019 13:15","68878","75582"
"08.01.2019 13:15 - 08.01.2019 13:30","68479","75412"
"08.01.2019 13:30 - 08.01.2019 13:45","68343","74956"
"08.01.2019 13:45 - 08.01.2019 14:00","67819","74776"
"08.01.2019 14:00 - 08.01.2019 14:15","67700","74280"
"08.01.2019 14:15 - 08.01.2019 14:30","67381","74156"
"08.01.2019 14:30 - 08.01.2019 14:45","67558","73798"
"08.01.2019 14:45 - 08.01.2019 15:00","67424","73709"
"08.01.2019 15:00 - 08.01.2019 15:15","67294","73931"
"08.01.2019 15:15 - 08.01.2019 15:30","67498","73735"
"08.01.2019 15:30 - 08.01.2019 15:45","67375","73481"
"08.01.2019 15:45 - 08.01.2019 16:00","67341","73546"
"08.01.2019 16:00 - 08.01.2019 16:15","67573","74136"
"08.01.2019 16:15 - 08.01.2019 16:30","67621","74508"
"08.01.2019 16:30 - 08.01.2019 16:45","67800","75204"
"08.01.2019 16:45 - 08.01.2019 17:00","69213","75195"
"08.01.2019 17:00 - 08.01.2019 17:15","69762","76530"
"08.01.2019 17:15 - 08.01.2019 17:30","70344","76862"
"08.01.2019 17:30 - 08.01.2019 17:45","70402","76152"
"08.01.2019 17:45 - 08.01.2019 18:00","70806","75997"
"08.01.2019 18:00 - 08.01.2019 18:15","70356","76129"
"08.01.2019 18:15 - 08.01.2019 18:30","70305","76155"
"08.01.2019 18:30 - 08.01.2019 18:45","70274","75991"
"08.01.2019 18:45 - 08.01.2019 19:00","69783","75644"
"08.01.2019 19:00 - 08.01.2019 19:15","69188","75079"
"08.01.2019 19:15 - 08.01.2019 19:30","68576","74460"
"08.01.2019 19:30 - 08.01.2019 19:45","68017","74195"
"08.01.2019 19:45 - 08.01.2019 20:00","67032","73799"
"08.01.2019 20:00 - 08.01.2019 20:15","66163","72482"
"08.01.2019 20:15 - 08.01.2019 20:30","64639","71243"
"08.01.2019 20:30 - 08.01.2019 20:45","63881","70206"
"08.01.2019 20:45 - 08.01.2019 21:00","63071","68817"
"08.01.2019 21:00 - 08.01.2019 21:15","62033","68116"
"08.01.2019 21:15 - 08.01.2019 21:30","61290","67702"
"08.01.2019 21:30 - 08.01.2019 21:45","60937","66854"
"08.01.2019 21:45 - 08.01.2019 22:00","60383","66102"
"08.01.2019 22:00 - 08.01.2019 22:15","60284","65712"
"08.01.2019 22:15 - 08.01.2019 22:30","59325","64509"
"08.01.2019 22:30 - 08.01.2019 22:45","58700","63247"
"08.01.2019 22:45 - 08.01.2019 23:00","57255","62235"
"08.01.2019 23:00 - 08.01.2019 23:15","56195","61616"
"08.01.2019 23:15 - 08.01.2019 23:30","55091","60505"
"08.01.2019 23:30 - 08.01.2019 23:45","53894","59767"
"08.01.2019 23:45 - 09.01.2019 00:00","53086","58664"
"09.01.2019 00:00 - 09.01.2019 00:15","53206","56750"
"09.01.2019 00:15 - 09.01.2019 00:30","52806","56148"
"09.01.2019 00:30 - 09.01.2019 00:45","52150","55746"
"09.01.2019 00:45 - 09.01.2019 01:00","51642","55147"
"09.01.2019 01:00 - 09.01.2019 01:15","51149","54610"
"09.01.2019 01:15 - 09.01.2019 01:30","50455","54693"
"09.01.2019 01:30 - 09.01.2019 01:45","50583","54440"
"09.01.2019 01:45 - 09.01.2019 02:00","50254","53450"
"09.01.2019 02:00 - 09.01.2019 02:15","49899","53342"
"09.01.2019 02:15 - 09.01.2019 02:30","49680","53494"
"09.01.2019 02:30 - 09.01.2019 02:45","50058","53362"
"09.01.2019 02:45 - 09.01.2019 03:00","50129","53418"
"09.01.2019 03:00 - 09.01.2019 03:15","50017","53666"
"09.01.2019 03:15 - 09.01.2019 03:30","50092","53595"
"09.01.2019 03:30 - 09.01.2019 03:45","50204","53998"
"09.01.2019 03:45 - 09.01.2019 04:00","50276","54324"
"09.01.2019 04:00 - 09.01.2019 04:15","50986","54515"
"09.01.2019 04:15 - 09.01.2019 04:30","51054","55222"
"09.01.2019 04:30 - 09.01.2019 04:45","51447","55630"
"09.01.2019 04:45 - 09.01.2019 05:00","51837","56085"
"09.01.2019 05:00 - 09.01.2019 05:15","52773","56745"
"09.01.2019 05:15 - 09.01.2019 05:30","53190","57219"
"09.01.2019 05:30 - 09.01.2019 05:45","54317","58460"
"09.01.2019 05:45 - 09.01.2019 06:00","55612","59668"
"09.01.2019 06:00 - 09.01.2019 06:15","57391","61617"
"09.01.2019 06:15 - 09.01.2019 06:30","59638","64424"
"09.01.2019 06:30 - 09.01.2019 06:45","61111","66483"
"09.01.2019 06:45 - 09.01.2019 07:00","62575","68274"
"09.01.2019 07:00 - 09.01.2019 07:15","64074","69918"
"09.01.2019 07:15 - 09.01.2019 07:30","63893","71240"
"09.01.2019 07:30 - 09.01.2019 07:45","64824","72220"
"09.01.2019 07:45 - 09.01.2019 08:00","65776","72924"
"09.01.2019 08:00 - 09.01.2019 08:15","66815","74226"
"09.01.2019 08:15 - 09.01.2019 08:30","66609","74516"
"09.01.2019 08:30 - 09.01.2019 08:45","67007","74031"
"09.01.2019 08:45 - 09.01.2019 09:00","67256","74160"
"09.01.2019 09:00 - 09.01.2019 09:15","67126","74384"
"09.01.2019 09:15 - 09.01.2019 09:30","67976","74881"
"09.01.2019 09:30 - 09.01.2019 09:45","67725","74936"
"09.01.2019 09:45 - 09.01.2019 10:00","68342","75423"
"09.01.2019 10:00 - 09.01.2019 10:15","68191","75650"
"09.01.2019 10:15 - 09.01.2019 10:30","68085","75650"
"09.01.2019 10:30 - 09.01.2019 10:45","68205","75991"
"09.01.2019 10:45 - 09.01.2019 11:00","68486","76634"
"09.01.2019 11:00 - 09.01.2019 11:15","68843","77216"
"09.01.2019 11:15 - 09.01.2019 11:30","69169","77411"
"09.01.2019 11:30 - 09.01.2019 11:45","69264","77819"
"09.01.2019 11:45 - 09.01.2019 12:00","68959","77642"
"09.01.2019 12:00 - 09.01.2019 12:15","68628","76746"
"09.01.2019 12:15 - 09.01.2019 12:30","68874","76518"
"09.01.2019 12:30 - 09.01.2019 12:45","68774","76380"
"09.01.2019 12:45 - 09.01.2019 13:00","69030","76558"
"09.01.2019 13:00 - 09.01.2019 13:15","69001","77098"
"09.01.2019 13:15 - 09.01.2019 13:30","68647","76923"
"09.01.2019 13:30 - 09.01.2019 13:45","68393","76399"
"09.01.2019 13:45 - 09.01.2019 14:00","67990","76033"
"09.01.2019 14:00 - 09.01.2019 14:15","68032","76086"
"09.01.2019 14:15 - 09.01.2019 14:30","67538","76073"
"09.01.2019 14:30 - 09.01.2019 14:45","67584","75789"
"09.01.2019 14:45 - 09.01.2019 15:00","67568","75589"
"09.01.2019 15:00 - 09.01.2019 15:15","67627","75020"
"09.01.2019 15:15 - 09.01.2019 15:30","67752","74567"
"09.01.2019 15:30 - 09.01.2019 15:45","67553","74528"
"09.01.2019 15:45 - 09.01.2019 16:00","67631","74233"
"09.01.2019 16:00 - 09.01.2019 16:15","67761","74188"
